startNode,endNode,relationship,time,amount,AT
ACC:21,A590,Withdraws-AT,2024-06-09,260.35,ACC:21
startNode,endNode,relationship,time,amount,AT
ACC:22,A564,Withdraws-AT,2022-08-04,809.48,ACC:22
startNode,endNode,relationship,time,amount,AT
ACC:23,A412,Withdraws-AT,2021-12-24,612.98,ACC:23
startNode,endNode,relationship,time,amount,AT
ACC:24,A183,Withdraws-AT,2023-10-07,761.99,ACC:24
startNode,endNode,relationship,time,amount,AT
ACC:25,A119,Withdraws-AT,2025-04-02,745.29,ACC:25
startNode,endNode,relationship,time,amount,AT
ACC:26,A398,Withdraws-AT,2025-04-25,332.62,ACC:26
startNode,endNode,relationship,time,amount,AT
ACC:27,A21,Withdraws-AT,2024-01-21,370.78,ACC:27
startNode,endNode,relationship,time,amount,AT
ACC:28,A44,Withdraws-AT,2025-04-11,775.86,ACC:28
startNode,endNode,relationship,time,amount,AT
ACC:29,A106,Withdraws-AT,2023-10-20,157.59,ACC:29
startNode,endNode,relationship,time,amount,AT
ACC:30,A145,Withdraws-AT,2024-12-02,31.48,ACC:30
startNode,endNode,relationship,time,amount,AT
ACC:31,A546,Withdraws-AT,2020-12-02,868.98,ACC:31
startNode,endNode,relationship,time,amount,AT
ACC:32,A300,Withdraws-AT,2023-06-08,116.83,ACC:32
startNode,endNode,relationship,time,amount,AT
ACC:33,A334,Withdraws-AT,2021-10-09,795.03,ACC:33
startNode,endNode,relationship,time,amount,AT
ACC:34,A168,Withdraws-AT,2020-12-14,2.1,ACC:34
startNode,endNode,relationship,time,amount,AT
ACC:35,A134,Withdraws-AT,2024-07-04,991.71,ACC:35
startNode,endNode,relationship,time,amount,AT
ACC:36,A240,Withdraws-AT,2025-11-13,91.14,ACC:36
startNode,endNode,relationship,time,amount,AT
ACC:37,A402,Withdraws-AT,2021-07-08,290.73,ACC:37
startNode,endNode,relationship,time,amount,AT
ACC:38,A104,Withdraws-AT,2020-01-04,660.2,ACC:38
startNode,endNode,relationship,time,amount,AT
ACC:39,A324,Withdraws-AT,2025-01-24,9.19,ACC:39
startNode,endNode,relationship,time,amount,AT
ACC:40,A526,Withdraws-AT,2020-02-04,27.43,ACC:40
startNode,endNode,relationship,time,amount,AT
ACC:41,A335,Withdraws-AT,2020-03-24,140.0,ACC:41
startNode,endNode,relationship,time,amount,AT
ACC:42,A67,Withdraws-AT,2021-09-19,464.1,ACC:42
startNode,endNode,relationship,time,amount,AT
ACC:43,A166,Withdraws-AT,2025-09-30,232.36,ACC:43
startNode,endNode,relationship,time,amount,AT
ACC:44,A23,Withdraws-AT,2025-07-27,895.06,ACC:44
startNode,endNode,relationship,time,amount,AT
ACC:45,A561,Withdraws-AT,2025-02-15,605.99,ACC:45
startNode,endNode,relationship,time,amount,AT
ACC:46,A69,Withdraws-AT,2022-03-22,202.93,ACC:46
startNode,endNode,relationship,time,amount,AT
ACC:47,A466,Withdraws-AT,2020-01-04,165.54,ACC:47
startNode,endNode,relationship,time,amount,AT
ACC:48,A149,Withdraws-AT,2020-06-10,907.24,ACC:48
startNode,endNode,relationship,time,amount,AT
ACC:49,A364,Withdraws-AT,2021-03-04,838.58,ACC:49
startNode,endNode,relationship,time,amount,AT
ACC:50,A215,Withdraws-AT,2023-02-27,979.23,ACC:50
startNode,endNode,relationship,time,amount,AT
ACC:51,A288,Withdraws-AT,2022-07-02,482.75,ACC:51
startNode,endNode,relationship,time,amount,AT
ACC:52,A39,Withdraws-AT,2025-03-28,574.62,ACC:52
startNode,endNode,relationship,time,amount,AT
ACC:53,A520,Withdraws-AT,2021-03-01,143.68,ACC:53
startNode,endNode,relationship,time,amount,AT
ACC:54,A536,Withdraws-AT,2022-03-13,701.47,ACC:54
startNode,endNode,relationship,time,amount,AT
ACC:55,A408,Withdraws-AT,2021-12-17,267.07,ACC:55
startNode,endNode,relationship,time,amount,AT
ACC:56,A230,Withdraws-AT,2024-08-31,599.9,ACC:56
startNode,endNode,relationship,time,amount,AT
ACC:57,A463,Withdraws-AT,2023-04-30,711.31,ACC:57
startNode,endNode,relationship,time,amount,AT
ACC:58,A580,Withdraws-AT,2024-06-28,602.56,ACC:58
startNode,endNode,relationship,time,amount,AT
ACC:59,A173,Withdraws-AT,2020-04-24,565.13,ACC:59
startNode,endNode,relationship,time,amount,AT
ACC:60,A550,Withdraws-AT,2024-09-03,606.51,ACC:60
startNode,endNode,relationship,time,amount,AT
ACC:61,A415,Withdraws-AT,2022-01-04,838.45,ACC:61
startNode,endNode,relationship,time,amount,AT
ACC:62,A515,Withdraws-AT,2023-08-27,548.5,ACC:62
startNode,endNode,relationship,time,amount,AT
ACC:63,A381,Withdraws-AT,2022-06-01,102.77,ACC:63
startNode,endNode,relationship,time,amount,AT
ACC:64,A88,Withdraws-AT,2023-08-30,469.24,ACC:64
startNode,endNode,relationship,time,amount,AT
ACC:65,A387,Withdraws-AT,2023-12-24,192.52,ACC:65
startNode,endNode,relationship,time,amount,AT
ACC:66,A402,Withdraws-AT,2020-07-29,238.87,ACC:66
startNode,endNode,relationship,time,amount,AT
ACC:67,A247,Withdraws-AT,2021-09-07,169.99,ACC:67
startNode,endNode,relationship,time,amount,AT
ACC:68,A400,Withdraws-AT,2021-06-16,567.41,ACC:68
startNode,endNode,relationship,time,amount,AT
ACC:69,A285,Withdraws-AT,2022-12-16,955.85,ACC:69
startNode,endNode,relationship,time,amount,AT
ACC:70,A27,Withdraws-AT,2021-05-19,167.16,ACC:70
startNode,endNode,relationship,time,amount,AT
ACC:71,A59,Withdraws-AT,2021-08-09,474.73,ACC:71
startNode,endNode,relationship,time,amount,AT
ACC:72,A184,Withdraws-AT,2023-11-09,838.97,ACC:72
startNode,endNode,relationship,time,amount,AT
ACC:73,A582,Withdraws-AT,2025-01-27,612.71,ACC:73
startNode,endNode,relationship,time,amount,AT
ACC:74,A428,Withdraws-AT,2025-11-02,368.18,ACC:74
startNode,endNode,relationship,time,amount,AT
ACC:75,A384,Withdraws-AT,2022-09-17,734.54,ACC:75
startNode,endNode,relationship,time,amount,AT
ACC:76,A583,Withdraws-AT,2024-09-21,62.97,ACC:76
startNode,endNode,relationship,time,amount,AT
ACC:77,A458,Withdraws-AT,2021-12-15,783.29,ACC:77
startNode,endNode,relationship,time,amount,AT
ACC:78,A236,Withdraws-AT,2020-03-22,291.26,ACC:78
startNode,endNode,relationship,time,amount,AT
ACC:79,A367,Withdraws-AT,2024-02-18,863.24,ACC:79
startNode,endNode,relationship,time,amount,AT
ACC:80,A1,Withdraws-AT,2022-05-11,415.87,ACC:80
startNode,endNode,relationship,time,amount,AT
ACC:81,A13,Withdraws-AT,2022-12-03,255.96,ACC:81
startNode,endNode,relationship,time,amount,AT
ACC:82,A338,Withdraws-AT,2025-03-04,620.43,ACC:82
startNode,endNode,relationship,time,amount,AT
ACC:83,A347,Withdraws-AT,2021-08-30,608.01,ACC:83
startNode,endNode,relationship,time,amount,AT
ACC:84,A139,Withdraws-AT,2020-09-23,187.29,ACC:84
startNode,endNode,relationship,time,amount,AT
ACC:85,A426,Withdraws-AT,2020-02-17,825.14,ACC:85
startNode,endNode,relationship,time,amount,AT
ACC:86,A401,Withdraws-AT,2021-05-02,528.49,ACC:86
startNode,endNode,relationship,time,amount,AT
ACC:87,A567,Withdraws-AT,2020-09-29,422.37,ACC:87
startNode,endNode,relationship,time,amount,AT
ACC:88,A267,Withdraws-AT,2023-10-31,318.96,ACC:88
startNode,endNode,relationship,time,amount,AT
ACC:89,A457,Withdraws-AT,2023-07-09,467.31,ACC:89
startNode,endNode,relationship,time,amount,AT
ACC:90,A549,Withdraws-AT,2020-11-10,309.26,ACC:90
startNode,endNode,relationship,time,amount,AT
ACC:91,A397,Withdraws-AT,2021-06-16,729.9,ACC:91
startNode,endNode,relationship,time,amount,AT
ACC:92,A324,Withdraws-AT,2024-12-25,500.63,ACC:92
startNode,endNode,relationship,time,amount,AT
ACC:93,A399,Withdraws-AT,2022-02-12,862.69,ACC:93
startNode,endNode,relationship,time,amount,AT
ACC:94,A393,Withdraws-AT,2025-03-10,216.71,ACC:94
startNode,endNode,relationship,time,amount,AT
ACC:95,A461,Withdraws-AT,2024-01-06,382.25,ACC:95
startNode,endNode,relationship,time,amount,AT
ACC:96,A357,Withdraws-AT,2025-09-20,456.99,ACC:96
startNode,endNode,relationship,time,amount,AT
ACC:97,A379,Withdraws-AT,2021-10-13,118.16,ACC:97
startNode,endNode,relationship,time,amount,AT
ACC:98,A585,Withdraws-AT,2025-12-31,246.16,ACC:98
startNode,endNode,relationship,time,amount,AT
ACC:99,A468,Withdraws-AT,2022-05-31,924.09,ACC:99
startNode,endNode,relationship,time,amount,AT
ACC:100,A474,Withdraws-AT,2021-04-03,631.78,ACC:100
startNode,endNode,relationship,time,amount,AT
ACC:101,A201,Withdraws-AT,2023-10-07,190.41,ACC:101
startNode,endNode,relationship,time,amount,AT
ACC:102,A15,Withdraws-AT,2021-10-31,338.91,ACC:102
startNode,endNode,relationship,time,amount,AT
ACC:103,A560,Withdraws-AT,2022-04-19,396.88,ACC:103
startNode,endNode,relationship,time,amount,AT
ACC:104,A9,Withdraws-AT,2024-07-09,582.59,ACC:104
startNode,endNode,relationship,time,amount,AT
ACC:105,A431,Withdraws-AT,2024-07-15,211.06,ACC:105
startNode,endNode,relationship,time,amount,AT
ACC:106,A12,Withdraws-AT,2020-07-31,974.8,ACC:106
startNode,endNode,relationship,time,amount,AT
ACC:107,A327,Withdraws-AT,2024-12-19,525.94,ACC:107
startNode,endNode,relationship,time,amount,AT
ACC:108,A552,Withdraws-AT,2023-09-11,432.75,ACC:108
startNode,endNode,relationship,time,amount,AT
ACC:109,A288,Withdraws-AT,2020-11-17,897.35,ACC:109
startNode,endNode,relationship,time,amount,AT
ACC:110,A524,Withdraws-AT,2025-10-24,337.51,ACC:110
startNode,endNode,relationship,time,amount,AT
ACC:111,A506,Withdraws-AT,2022-09-13,686.6,ACC:111
startNode,endNode,relationship,time,amount,AT
ACC:112,A570,Withdraws-AT,2020-11-29,552.91,ACC:112
startNode,endNode,relationship,time,amount,AT
ACC:113,A172,Withdraws-AT,2023-03-16,2.05,ACC:113
startNode,endNode,relationship,time,amount,AT
ACC:114,A72,Withdraws-AT,2024-01-03,394.23,ACC:114
startNode,endNode,relationship,time,amount,AT
ACC:115,A493,Withdraws-AT,2022-10-09,641.5,ACC:115
startNode,endNode,relationship,time,amount,AT
ACC:116,A480,Withdraws-AT,2022-12-27,626.37,ACC:116
startNode,endNode,relationship,time,amount,AT
ACC:117,A412,Withdraws-AT,2021-10-18,288.87,ACC:117
startNode,endNode,relationship,time,amount,AT
ACC:118,A473,Withdraws-AT,2024-06-20,395.88,ACC:118
startNode,endNode,relationship,time,amount,AT
ACC:119,A320,Withdraws-AT,2020-08-31,655.96,ACC:119
startNode,endNode,relationship,time,amount,AT
ACC:120,A9,Withdraws-AT,2025-11-07,327.98,ACC:120
startNode,endNode,relationship,time,amount,AT
ACC:121,A142,Withdraws-AT,2024-07-27,263.93,ACC:121
startNode,endNode,relationship,time,amount,AT
ACC:122,A215,Withdraws-AT,2024-07-18,969.9,ACC:122
startNode,endNode,relationship,time,amount,AT
ACC:123,A155,Withdraws-AT,2020-04-24,882.93,ACC:123
startNode,endNode,relationship,time,amount,AT
ACC:124,A556,Withdraws-AT,2022-07-20,215.3,ACC:124
startNode,endNode,relationship,time,amount,AT
ACC:125,A253,Withdraws-AT,2025-01-30,591.91,ACC:125
startNode,endNode,relationship,time,amount,AT
ACC:126,A58,Withdraws-AT,2021-11-09,889.24,ACC:126
startNode,endNode,relationship,time,amount,AT
ACC:127,A293,Withdraws-AT,2025-03-13,900.02,ACC:127
startNode,endNode,relationship,time,amount,AT
ACC:128,A575,Withdraws-AT,2025-12-09,955.95,ACC:128
startNode,endNode,relationship,time,amount,AT
ACC:129,A167,Withdraws-AT,2024-01-15,104.65,ACC:129
startNode,endNode,relationship,time,amount,AT
ACC:130,A540,Withdraws-AT,2023-07-13,544.38,ACC:130
startNode,endNode,relationship,time,amount,AT
ACC:131,A580,Withdraws-AT,2020-07-23,264.7,ACC:131
startNode,endNode,relationship,time,amount,AT
ACC:132,A146,Withdraws-AT,2023-07-23,545.74,ACC:132
startNode,endNode,relationship,time,amount,AT
ACC:133,A245,Withdraws-AT,2021-12-30,91.65,ACC:133
startNode,endNode,relationship,time,amount,AT
ACC:134,A375,Withdraws-AT,2023-06-19,326.83,ACC:134
startNode,endNode,relationship,time,amount,AT
ACC:135,A439,Withdraws-AT,2020-06-16,348.39,ACC:135
startNode,endNode,relationship,time,amount,AT
ACC:136,A414,Withdraws-AT,2024-05-07,903.91,ACC:136
startNode,endNode,relationship,time,amount,AT
ACC:137,A256,Withdraws-AT,2023-07-14,717.81,ACC:137
startNode,endNode,relationship,time,amount,AT
ACC:138,A257,Withdraws-AT,2025-01-07,349.58,ACC:138
startNode,endNode,relationship,time,amount,AT
ACC:139,A306,Withdraws-AT,2024-02-06,32.98,ACC:139
startNode,endNode,relationship,time,amount,AT
ACC:140,A167,Withdraws-AT,2024-04-06,460.71,ACC:140
startNode,endNode,relationship,time,amount,AT
ACC:141,A86,Withdraws-AT,2023-10-16,933.43,ACC:141
startNode,endNode,relationship,time,amount,AT
ACC:142,A319,Withdraws-AT,2023-07-16,849.32,ACC:142
startNode,endNode,relationship,time,amount,AT
ACC:143,A209,Withdraws-AT,2025-10-18,408.98,ACC:143
startNode,endNode,relationship,time,amount,AT
ACC:144,A267,Withdraws-AT,2020-07-01,694.3,ACC:144
startNode,endNode,relationship,time,amount,AT
ACC:145,A579,Withdraws-AT,2022-06-04,19.65,ACC:145
startNode,endNode,relationship,time,amount,AT
ACC:146,A98,Withdraws-AT,2020-07-23,652.97,ACC:146
startNode,endNode,relationship,time,amount,AT
ACC:147,A260,Withdraws-AT,2023-03-28,597.28,ACC:147
startNode,endNode,relationship,time,amount,AT
ACC:148,A331,Withdraws-AT,2022-09-12,493.99,ACC:148
startNode,endNode,relationship,time,amount,AT
ACC:149,A296,Withdraws-AT,2025-08-24,234.51,ACC:149
startNode,endNode,relationship,time,amount,AT
ACC:150,A238,Withdraws-AT,2024-02-09,647.31,ACC:150
startNode,endNode,relationship,time,amount,AT
ACC:151,A397,Withdraws-AT,2021-06-10,950.16,ACC:151
startNode,endNode,relationship,time,amount,AT
ACC:152,A9,Withdraws-AT,2023-05-14,525.29,ACC:152
startNode,endNode,relationship,time,amount,AT
ACC:153,A203,Withdraws-AT,2020-12-22,459.33,ACC:153
startNode,endNode,relationship,time,amount,AT
ACC:154,A520,Withdraws-AT,2020-11-13,655.3,ACC:154
startNode,endNode,relationship,time,amount,AT
ACC:155,A88,Withdraws-AT,2025-09-13,963.59,ACC:155
startNode,endNode,relationship,time,amount,AT
ACC:156,A363,Withdraws-AT,2021-12-07,842.84,ACC:156
startNode,endNode,relationship,time,amount,AT
ACC:157,A462,Withdraws-AT,2021-02-06,587.33,ACC:157
startNode,endNode,relationship,time,amount,AT
ACC:158,A206,Withdraws-AT,2021-06-09,858.03,ACC:158
startNode,endNode,relationship,time,amount,AT
ACC:159,A149,Withdraws-AT,2022-04-24,756.11,ACC:159
startNode,endNode,relationship,time,amount,AT
ACC:160,A135,Withdraws-AT,2024-08-23,31.78,ACC:160
startNode,endNode,relationship,time,amount,AT
ACC:161,A307,Withdraws-AT,2024-01-08,89.65,ACC:161
startNode,endNode,relationship,time,amount,AT
ACC:162,A158,Withdraws-AT,2023-04-11,690.71,ACC:162
startNode,endNode,relationship,time,amount,AT
ACC:163,A286,Withdraws-AT,2023-12-01,573.58,ACC:163
startNode,endNode,relationship,time,amount,AT
ACC:164,A458,Withdraws-AT,2022-05-15,523.74,ACC:164
startNode,endNode,relationship,time,amount,AT
ACC:165,A301,Withdraws-AT,2021-09-04,43.58,ACC:165
startNode,endNode,relationship,time,amount,AT
ACC:166,A235,Withdraws-AT,2021-06-05,269.6,ACC:166
startNode,endNode,relationship,time,amount,AT
ACC:167,A354,Withdraws-AT,2021-10-08,702.34,ACC:167
startNode,endNode,relationship,time,amount,AT
ACC:168,A334,Withdraws-AT,2025-11-25,866.09,ACC:168
startNode,endNode,relationship,time,amount,AT
ACC:169,A132,Withdraws-AT,2022-02-03,24.54,ACC:169
startNode,endNode,relationship,time,amount,AT
ACC:170,A200,Withdraws-AT,2023-10-24,823.4,ACC:170
startNode,endNode,relationship,time,amount,AT
ACC:171,A54,Withdraws-AT,2025-07-25,540.8,ACC:171
startNode,endNode,relationship,time,amount,AT
ACC:172,A375,Withdraws-AT,2025-09-17,341.52,ACC:172
startNode,endNode,relationship,time,amount,AT
ACC:173,A421,Withdraws-AT,2021-08-27,678.26,ACC:173
startNode,endNode,relationship,time,amount,AT
ACC:174,A323,Withdraws-AT,2025-05-25,791.81,ACC:174
startNode,endNode,relationship,time,amount,AT
ACC:175,A347,Withdraws-AT,2022-03-24,547.24,ACC:175
startNode,endNode,relationship,time,amount,AT
ACC:176,A109,Withdraws-AT,2020-03-24,202.07,ACC:176
startNode,endNode,relationship,time,amount,AT
ACC:177,A319,Withdraws-AT,2020-04-30,98.78,ACC:177
startNode,endNode,relationship,time,amount,AT
ACC:178,A217,Withdraws-AT,2020-08-25,9.21,ACC:178
startNode,endNode,relationship,time,amount,AT
ACC:179,A275,Withdraws-AT,2020-04-03,663.89,ACC:179
startNode,endNode,relationship,time,amount,AT
ACC:180,A585,Withdraws-AT,2020-07-26,555.29,ACC:180
startNode,endNode,relationship,time,amount,AT
ACC:181,A183,Withdraws-AT,2025-05-24,735.77,ACC:181
startNode,endNode,relationship,time,amount,AT
ACC:182,A375,Withdraws-AT,2022-02-03,667.73,ACC:182
startNode,endNode,relationship,time,amount,AT
ACC:183,A153,Withdraws-AT,2024-08-14,628.53,ACC:183
startNode,endNode,relationship,time,amount,AT
ACC:184,A557,Withdraws-AT,2025-08-07,127.87,ACC:184
startNode,endNode,relationship,time,amount,AT
ACC:185,A571,Withdraws-AT,2024-09-02,901.19,ACC:185
startNode,endNode,relationship,time,amount,AT
ACC:186,A61,Withdraws-AT,2023-04-28,66.52,ACC:186
startNode,endNode,relationship,time,amount,AT
ACC:187,A558,Withdraws-AT,2020-03-10,768.01,ACC:187
startNode,endNode,relationship,time,amount,AT
ACC:188,A457,Withdraws-AT,2024-11-04,305.34,ACC:188
startNode,endNode,relationship,time,amount,AT
ACC:189,A539,Withdraws-AT,2021-11-02,16.98,ACC:189
startNode,endNode,relationship,time,amount,AT
ACC:190,A453,Withdraws-AT,2020-01-09,574.58,ACC:190
startNode,endNode,relationship,time,amount,AT
ACC:191,A342,Withdraws-AT,2020-11-24,634.73,ACC:191
startNode,endNode,relationship,time,amount,AT
ACC:192,A383,Withdraws-AT,2022-12-15,581.73,ACC:192
startNode,endNode,relationship,time,amount,AT
ACC:193,A545,Withdraws-AT,2025-09-25,855.25,ACC:193
startNode,endNode,relationship,time,amount,AT
ACC:194,A393,Withdraws-AT,2021-10-11,275.87,ACC:194
startNode,endNode,relationship,time,amount,AT
ACC:195,A58,Withdraws-AT,2025-08-27,38.67,ACC:195
startNode,endNode,relationship,time,amount,AT
ACC:196,A525,Withdraws-AT,2022-06-25,792.66,ACC:196
startNode,endNode,relationship,time,amount,AT
ACC:197,A489,Withdraws-AT,2021-11-01,132.76,ACC:197
startNode,endNode,relationship,time,amount,AT
ACC:198,A374,Withdraws-AT,2023-09-01,76.56,ACC:198
startNode,endNode,relationship,time,amount,AT
ACC:199,A487,Withdraws-AT,2021-04-06,45.22,ACC:199
startNode,endNode,relationship,time,amount,AT
ACC:200,A423,Withdraws-AT,2021-01-09,391.41,ACC:200
startNode,endNode,relationship,time,amount,AT
ACC:201,A290,Withdraws-AT,2023-08-29,37.92,ACC:201
startNode,endNode,relationship,time,amount,AT
ACC:202,A103,Withdraws-AT,2025-01-23,802.87,ACC:202
startNode,endNode,relationship,time,amount,AT
ACC:203,A11,Withdraws-AT,2020-11-26,980.75,ACC:203
startNode,endNode,relationship,time,amount,AT
ACC:204,A579,Withdraws-AT,2020-02-05,408.98,ACC:204
startNode,endNode,relationship,time,amount,AT
ACC:205,A419,Withdraws-AT,2022-12-10,309.85,ACC:205
startNode,endNode,relationship,time,amount,AT
ACC:206,A127,Withdraws-AT,2025-09-10,570.25,ACC:206
startNode,endNode,relationship,time,amount,AT
ACC:207,A37,Withdraws-AT,2021-10-25,586.92,ACC:207
startNode,endNode,relationship,time,amount,AT
ACC:208,A10,Withdraws-AT,2022-07-20,95.94,ACC:208
startNode,endNode,relationship,time,amount,AT
ACC:209,A13,Withdraws-AT,2022-01-26,745.5,ACC:209
startNode,endNode,relationship,time,amount,AT
ACC:210,A542,Withdraws-AT,2025-08-11,0.46,ACC:210
startNode,endNode,relationship,time,amount,AT
ACC:211,A52,Withdraws-AT,2025-10-19,87.57,ACC:211
startNode,endNode,relationship,time,amount,AT
ACC:212,A83,Withdraws-AT,2024-06-05,172.42,ACC:212
startNode,endNode,relationship,time,amount,AT
ACC:213,A110,Withdraws-AT,2024-09-15,786.42,ACC:213
startNode,endNode,relationship,time,amount,AT
ACC:214,A292,Withdraws-AT,2022-06-15,629.33,ACC:214
startNode,endNode,relationship,time,amount,AT
ACC:215,A98,Withdraws-AT,2021-09-16,386.78,ACC:215
startNode,endNode,relationship,time,amount,AT
ACC:216,A200,Withdraws-AT,2021-09-07,136.08,ACC:216
startNode,endNode,relationship,time,amount,AT
ACC:217,A230,Withdraws-AT,2025-03-16,768.14,ACC:217
startNode,endNode,relationship,time,amount,AT
ACC:218,A423,Withdraws-AT,2023-03-21,393.1,ACC:218
startNode,endNode,relationship,time,amount,AT
ACC:219,A582,Withdraws-AT,2024-05-11,305.58,ACC:219
startNode,endNode,relationship,time,amount,AT
ACC:220,A402,Withdraws-AT,2024-08-23,921.22,ACC:220
startNode,endNode,relationship,time,amount,AT
ACC:221,A217,Withdraws-AT,2024-09-09,638.59,ACC:221
startNode,endNode,relationship,time,amount,AT
ACC:222,A466,Withdraws-AT,2024-10-01,755.95,ACC:222
startNode,endNode,relationship,time,amount,AT
ACC:223,A486,Withdraws-AT,2025-03-13,891.9,ACC:223
startNode,endNode,relationship,time,amount,AT
ACC:224,A525,Withdraws-AT,2025-10-29,434.12,ACC:224
startNode,endNode,relationship,time,amount,AT
ACC:225,A244,Withdraws-AT,2025-09-28,523.91,ACC:225
startNode,endNode,relationship,time,amount,AT
ACC:226,A287,Withdraws-AT,2025-04-07,622.05,ACC:226
startNode,endNode,relationship,time,amount,AT
ACC:227,A490,Withdraws-AT,2023-02-05,644.0,ACC:227
startNode,endNode,relationship,time,amount,AT
ACC:228,A413,Withdraws-AT,2020-12-02,158.09,ACC:228
startNode,endNode,relationship,time,amount,AT
ACC:229,A258,Withdraws-AT,2023-04-01,210.33,ACC:229
startNode,endNode,relationship,time,amount,AT
ACC:230,A311,Withdraws-AT,2023-08-12,540.78,ACC:230
startNode,endNode,relationship,time,amount,AT
ACC:231,A514,Withdraws-AT,2022-05-05,482.82,ACC:231
startNode,endNode,relationship,time,amount,AT
ACC:232,A124,Withdraws-AT,2024-03-08,885.26,ACC:232
startNode,endNode,relationship,time,amount,AT
ACC:233,A269,Withdraws-AT,2020-05-05,533.27,ACC:233
startNode,endNode,relationship,time,amount,AT
ACC:234,A155,Withdraws-AT,2024-01-21,652.62,ACC:234
startNode,endNode,relationship,time,amount,AT
ACC:235,A431,Withdraws-AT,2021-11-11,478.08,ACC:235
startNode,endNode,relationship,time,amount,AT
ACC:236,A478,Withdraws-AT,2024-04-18,476.58,ACC:236
startNode,endNode,relationship,time,amount,AT
ACC:237,A395,Withdraws-AT,2023-12-10,536.58,ACC:237
startNode,endNode,relationship,time,amount,AT
ACC:238,A260,Withdraws-AT,2020-02-19,80.26,ACC:238
startNode,endNode,relationship,time,amount,AT
ACC:239,A492,Withdraws-AT,2023-12-31,858.79,ACC:239
startNode,endNode,relationship,time,amount,AT
ACC:240,A368,Withdraws-AT,2025-08-08,997.61,ACC:240
startNode,endNode,relationship,time,amount,AT
ACC:241,A272,Withdraws-AT,2022-01-18,444.37,ACC:241
startNode,endNode,relationship,time,amount,AT
ACC:242,A525,Withdraws-AT,2020-08-12,247.81,ACC:242
startNode,endNode,relationship,time,amount,AT
ACC:243,A453,Withdraws-AT,2022-05-31,81.77,ACC:243
startNode,endNode,relationship,time,amount,AT
ACC:244,A105,Withdraws-AT,2023-07-24,797.6,ACC:244
startNode,endNode,relationship,time,amount,AT
ACC:245,A287,Withdraws-AT,2022-01-03,881.85,ACC:245
startNode,endNode,relationship,time,amount,AT
ACC:246,A346,Withdraws-AT,2020-08-31,955.79,ACC:246
startNode,endNode,relationship,time,amount,AT
ACC:247,A296,Withdraws-AT,2022-03-22,436.75,ACC:247
startNode,endNode,relationship,time,amount,AT
ACC:248,A206,Withdraws-AT,2025-02-04,595.58,ACC:248
startNode,endNode,relationship,time,amount,AT
ACC:249,A157,Withdraws-AT,2023-11-20,357.61,ACC:249
startNode,endNode,relationship,time,amount,AT
ACC:250,A466,Withdraws-AT,2020-09-21,534.73,ACC:250
startNode,endNode,relationship,time,amount,AT
ACC:251,A559,Withdraws-AT,2025-07-18,446.61,ACC:251
startNode,endNode,relationship,time,amount,AT
ACC:252,A133,Withdraws-AT,2024-08-08,314.67,ACC:252
startNode,endNode,relationship,time,amount,AT
ACC:253,A39,Withdraws-AT,2022-06-03,644.66,ACC:253
startNode,endNode,relationship,time,amount,AT
ACC:254,A483,Withdraws-AT,2022-04-22,735.89,ACC:254
startNode,endNode,relationship,time,amount,AT
